EmployeeID,Gender,Age,IndigenousIdentity,DisabilityStatus,Role,WARegion,EmploymentType,Status,CommencementDate,SeparationDate,FTE
ED100269,Female,46,No,Yes,Teacher,North Metro,Permanent Full-Time,Active,2020-08-17,,1.0
ED100270,Female,60,No,No,Education Assistant,North Metro,Permanent Part-Time,Terminated,2018-09-21,2019-10-10,0.6
ED100271,Female,36,No,No,Education Assistant,North Metro,Permanent Full-Time,Active,2023-12-08,,1.0
ED100272,Male,52,No,No,Education Assistant,North Metro,Fixed Term,Active,2024-06-30,,1.0
ED100273,Female,45,No,No,Aboriginal Education Officer,Mid West,Permanent Full-Time,Active,2025-06-27,,1.0
ED100274,Male,24,No,No,Teacher,South Metro,Permanent Full-Time,Active,2025-08-26,,1.0
ED100275,Female,32,No,No,Teacher,North Metro,Fixed Term,Active,2016-08-07,,1.0
ED100276,Female,42,No,No,Education Assistant,North Metro,Permanent Full-Time,Active,2019-06-06,,1.0
ED100277,Male,57,No,No,Lead Teacher,North Metro,Permanent Full-Time,Terminated,2010-11-05,2023-07-11,1.0
ED100278,Female,49,No,No,Deputy Principal,South West,Permanent Full-Time,Active,2008-01-04,,1.0
ED100279,Female,29,Yes,No,Education Assistant,North Metro,Permanent Part-Time,Active,2025-06-19,,0.6
ED100280,Female,42,No,No,Aboriginal Education Officer,Great Southern,Permanent Part-Time,Active,2005-06-23,,0.6
ED100281,Female,67,No,No,Teacher,South Metro,Permanent Part-Time,Active,1996-12-11,,0.6
ED100282,Male,45,No,No,Teacher,North Metro,Fixed Term,Active,2018-10-20,,1.0
ED100283,Male,40,No,No,Teacher,South West,Permanent Full-Time,Terminated,2016-08-20,2024-11-30,1.0
ED100284,Female,49,No,No,Lead Teacher,South Metro,Permanent Full-Time,Active,2020-05-25,,1.0
ED100285,Female,53,No,No,Teacher,Kimberley,Permanent Part-Time,Active,2001-01-23,,0.6
ED100286,Female,38,No,No,Teacher,Great Southern,Permanent Part-Time,Active,2009-10-01,,0.6
ED100287,Female,50,No,No,Teacher,North Metro,Permanent Full-Time,Terminated,2007-01-14,2007-11-08,1.0
ED100288,Female,40,No,No,Teacher,North Metro,Permanent Full-Time,Active,2014-01-15,,1.0
ED100289,Female,52,Yes,No,Lead Teacher,Kimberley,Permanent Full-Time,Active,2023-01-10,,1.0
ED100290,Female,46,No,No,Teacher,North Metro,Permanent Full-Time,Terminated,2019-08-25,2022-10-07,1.0
ED100291,Female,49,No,No,Teacher,North Metro,Permanent Full-Time,Terminated,2018-03-27,2018-09-29,1.0
ED100292,Female,34,No,No,Education Assistant,North Metro,Permanent Full-Time,Terminated,2019-10-17,2023-02-13,1.0
ED100293,Female,34,No,No,Teacher,North Metro,Permanent Full-Time,Active,2017-12-21,,1.0
ED100294,Female,55,No,No,Teacher,Mid West,Permanent Full-Time,Terminated,2022-10-14,2024-02-26,1.0
ED100295,Male,43,No,No,Teacher,North Metro,Permanent Part-Time,Active,2015-04-13,,0.6
ED100296,Male,47,No,No,Education Assistant,South Metro,Fixed Term,Active,2010-10-18,,1.0
ED100297,Female,40,No,No,Teacher,South Metro,Permanent Full-Time,Active,2013-01-28,,1.0
ED100298,Female,54,No,No,Lead Teacher,South Metro,Permanent Full-Time,Active,2008-08-30,,1.0
ED100299,Male,36,No,No,Teacher,North Metro,Casual,Active,2014-10-23,,0.2
ED100300,Male,42,No,No,Teacher,Mid West,Permanent Full-Time,Active,2025-05-24,,1.0
ED100301,Male,53,No,No,Teacher,North Metro,Casual,Active,1996-07-14,,0.2
ED100302,Female,58,No,Yes,Teacher,Pilbara,Permanent Full-Time,Active,1999-10-29,,1.0
ED100303,Non-binary,37,No,No,Lead Teacher,South West,Fixed Term,Active,2026-03-11,,1.0
ED100304,Female,67,No,No,Deputy Principal,South Metro,Permanent Full-Time,Terminated,2023-08-31,2026-03-04,1.0
ED100305,Male,47,No,No,School Administrator,South Metro,Permanent Full-Time,Active,2018-11-25,,1.0
ED100306,Male,31,No,No,Teacher,South Metro,Casual,Active,2021-04-26,,0.2
ED100307,Female,48,No,Yes,Teacher,South Metro,Casual,Terminated,2008-09-07,2018-02-27,0.2
ED100308,Male,39,No,No,Education Assistant,South West,Permanent Full-Time,Active,2026-02-24,,1.0
ED100309,Female,49,No,No,Teacher,South West,Casual,Active,2013-04-27,,0.2
ED100310,Male,43,No,No,Teacher,North Metro,Permanent Full-Time,Active,2025-01-17,,1.0
ED100311,Female,44,No,No,Teacher,South Metro,Permanent Part-Time,Active,2015-11-11,,0.6
ED100312,Male,33,No,No,Teacher,South West,Permanent Full-Time,Active,2025-07-07,,1.0
ED100313,Female,55,No,No,School Administrator,Great Southern,Permanent Full-Time,Active,2000-10-23,,1.0
ED100314,Female,30,No,No,Education Assistant,South Metro,Permanent Part-Time,Active,2024-04-20,,0.6
ED100315,Female,30,Yes,No,Deputy Principal,South Metro,Permanent Full-Time,Active,2017-08-25,,1.0
ED100316,Female,48,No,No,Teacher,North Metro,Permanent Full-Time,Active,2007-05-17,,1.0
ED100317,Female,63,No,No,Teacher,South West,Permanent Full-Time,Terminated,1996-03-27,2007-11-03,1.0
ED100318,Female,39,No,No,Teacher,North Metro,Permanent Full-Time,Active,2014-03-01,,1.0
ED100319,Female,52,No,No,Teacher,South Metro,Permanent Part-Time,Active,2020-05-27,,0.6
ED100320,Female,56,No,No,Teacher,North Metro,Permanent Full-Time,Active,2004-01-14,,1.0
ED100321,Female,53,No,No,Deputy Principal,North Metro,Fixed Term,Active,2014-02-27,,1.0
ED100322,Male,40,No,No,Principal,South Metro,Permanent Full-Time,Active,2008-12-08,,1.0
ED100323,Female,30,No,Yes,Teacher,Great Southern,Permanent Full-Time,Active,2019-06-13,,1.0
ED100324,Female,21,No,No,School Administrator,North Metro,Permanent Full-Time,Active,2025-12-24,,1.0
ED100325,Female,40,No,No,Education Assistant,South Metro,Permanent Part-Time,Active,2011-04-20,,0.6
ED100326,Female,58,No,No,Lead Teacher,North Metro,Permanent Full-Time,Active,2023-06-06,,1.0
ED100327,Female,30,No,No,Lead Teacher,North Metro,Permanent Full-Time,Active,2020-11-11,,1.0
ED100328,Female,52,No,No,Teacher,South Metro,Permanent Full-Time,Active,2020-03-02,,1.0
ED100329,Male,32,No,Yes,Teacher,South Metro,Fixed Term,Active,2023-12-03,,1.0
ED100330,Female,45,No,No,Teacher,North Metro,Permanent Full-Time,Active,2009-11-02,,1.0
ED100331,Female,52,No,No,Education Assistant,North Metro,Fixed Term,Terminated,2022-06-16,2025-03-25,1.0
ED100332,Female,36,No,No,Teacher,North Metro,Permanent Full-Time,Active,2019-11-04,,1.0
ED100333,Female,46,No,No,Teacher,North Metro,Permanent Full-Time,Active,2003-11-27,,1.0
ED100334,Female,39,No,No,Teacher,Great Southern,Permanent Full-Time,Active,2016-11-29,,1.0
ED100335,Male,52,No,No,Teacher,South West,Permanent Full-Time,Terminated,2012-05-08,2017-12-19,1.0
ED100336,Female,46,No,Yes,Education Assistant,North Metro,Permanent Full-Time,Terminated,2023-04-29,2025-07-30,1.0
ED100337,Female,44,No,No,Deputy Principal,South Metro,Casual,Active,2011-02-25,,0.2
ED100338,Female,62,No,No,Teacher,South West,Permanent Full-Time,Active,1995-04-21,,1.0
ED100339,Male,51,No,No,Teacher,North Metro,Permanent Full-Time,Active,2017-03-25,,1.0
ED100340,Female,35,No,No,Teacher,Mid West,Permanent Full-Time,Active,2022-06-29,,1.0
ED100341,Female,42,No,No,Teacher,South West,Permanent Full-Time,Active,2018-10-16,,1.0
ED100342,Female,43,No,No,Teacher,North Metro,Permanent Full-Time,Active,2016-06-16,,1.0
ED100343,Female,44,No,No,Teacher,North Metro,Fixed Term,Active,2005-05-26,,1.0
ED100344,Male,67,No,No,Teacher,Great Southern,Permanent Full-Time,Terminated,2015-09-07,2023-03-26,1.0
ED100345,Female,48,Yes,No,Lead Teacher,South Metro,Permanent Part-Time,Active,2003-02-01,,0.6
ED100346,Female,21,No,No,Lead Teacher,North Metro,Permanent Full-Time,Active,2026-01-13,,1.0
ED100347,Male,37,No,No,Teacher,North Metro,Permanent Full-Time,Terminated,2015-04-22,2021-09-06,1.0
ED100348,Female,21,No,No,Teacher,South Metro,Permanent Full-Time,Active,2025-12-29,,1.0
ED100349,Female,40,No,No,Lead Teacher,Kimberley,Permanent Full-Time,Active,2020-11-25,,1.0
ED100350,Female,21,No,No,Teacher,Pilbara,Permanent Full-Time,Active,2026-04-02,,1.0
ED100351,Female,33,No,No,Education Assistant,Great Southern,Permanent Full-Time,Terminated,2016-06-04,2022-02-12,1.0
ED100352,Female,25,No,No,Principal,North Metro,Permanent Full-Time,Active,2025-03-06,,1.0
ED100353,Male,48,No,No,Teacher,South Metro,Fixed Term,Active,2009-06-15,,1.0
ED100354,Female,44,No,No,Teacher,South Metro,Permanent Full-Time,Active,2022-07-14,,1.0
ED100355,Female,47,No,No,Lead Teacher,South Metro,Permanent Part-Time,Terminated,2006-10-09,2016-09-16,0.6
ED100356,Male,42,No,No,Teacher,North Metro,Permanent Full-Time,Active,2005-11-17,,1.0
ED100357,Female,27,No,No,Lead Teacher,Great Southern,Fixed Term,Terminated,2021-11-23,2023-02-22,1.0
ED100358,Female,50,No,No,School Administrator,Wheatbelt,Permanent Full-Time,Terminated,2005-12-16,2012-11-09,1.0
ED100359,Female,67,No,No,Lead Teacher,South Metro,Permanent Full-Time,Active,2006-08-17,,1.0
ED100360,Male,48,No,No,Teacher,South Metro,Casual,Active,2025-09-05,,0.2
ED100361,Male,38,Yes,No,Lead Teacher,North Metro,Permanent Full-Time,Terminated,2014-02-12,2017-03-03,1.0
ED100362,Male,26,No,No,Teacher,South Metro,Permanent Full-Time,Active,2023-06-13,,1.0
ED100363,Male,33,No,No,Teacher,Kimberley,Permanent Full-Time,Active,2016-04-28,,1.0
ED100364,Female,49,No,No,School Administrator,South Metro,Permanent Full-Time,Active,2012-01-02,,1.0
ED100365,Female,56,No,No,Teacher,Great Southern,Casual,Terminated,1994-07-20,2022-09-01,0.2
ED100366,Male,47,No,No,School Administrator,South Metro,Fixed Term,Active,2026-04-19,,1.0
ED100367,Female,53,No,No,Aboriginal Education Officer,South Metro,Fixed Term,Active,2018-04-10,,1.0
ED100368,Female,52,No,No,Teacher,Mid West,Casual,Active,2006-02-25,,0.2
ED100369,Female,50,No,No,Teacher,North Metro,Permanent Full-Time,Active,2000-11-16,,1.0
ED100370,Female,36,No,No,Teacher,South Metro,Permanent Full-Time,Active,2022-08-04,,1.0
ED100371,Male,46,No,No,Teacher,North Metro,Permanent Part-Time,Terminated,2003-08-31,2021-01-11,0.6
ED100372,Female,33,Yes,No,Teacher,South Metro,Permanent Full-Time,Active,2021-11-29,,1.0
ED100373,Female,44,No,Yes,Deputy Principal,Mid West,Permanent Full-Time,Active,2012-09-07,,1.0
ED100374,Non-binary,47,No,No,Teacher,South Metro,Permanent Full-Time,Active,2026-03-26,,1.0
ED100375,Female,64,No,No,Teacher,Mid West,Fixed Term,Active,2022-08-09,,1.0
ED100376,Female,28,No,No,Education Assistant,South Metro,Permanent Full-Time,Active,2025-08-05,,1.0
ED100377,Female,49,No,No,Teacher,North Metro,Fixed Term,Active,2009-01-15,,1.0
ED100378,Male,61,No,No,Education Assistant,Mid West,Permanent Full-Time,Terminated,2014-07-23,2025-08-07,1.0
ED100379,Male,53,No,No,Teacher,North Metro,Permanent Full-Time,Terminated,2005-05-02,2007-05-19,1.0
ED100380,Male,53,No,No,Teacher,North Metro,Fixed Term,Active,2024-03-05,,1.0
ED100381,Female,51,No,No,Deputy Principal,South Metro,Casual,Active,2005-09-18,,0.2
ED100382,Female,59,Yes,No,Lead Teacher,North Metro,Permanent Full-Time,Active,2021-11-19,,1.0
ED100383,Male,30,No,No,Education Assistant,North Metro,Permanent Full-Time,Active,2020-12-26,,1.0
ED100384,Male,27,No,No,Education Assistant,South Metro,Permanent Full-Time,Active,2026-03-12,,1.0
ED100385,Female,43,No,No,Education Assistant,South Metro,Fixed Term,Terminated,2013-07-10,2015-03-22,1.0
ED100386,Female,21,No,No,Teacher,South Metro,Permanent Full-Time,Active,2025-10-16,,1.0
ED100387,Male,58,Yes,No,Teacher,Great Southern,Permanent Full-Time,Active,2024-10-01,,1.0
ED100388,Male,58,No,No,Education Assistant,South Metro,Permanent Part-Time,Terminated,2021-01-31,2026-03-17,0.6
ED100389,Male,38,No,No,Education Assistant,Wheatbelt,Permanent Full-Time,Active,2013-12-24,,1.0
ED100390,Male,39,No,No,School Administrator,North Metro,Permanent Full-Time,Active,2020-10-15,,1.0
ED100391,Female,43,No,No,Teacher,South Metro,Fixed Term,Active,2007-07-09,,1.0
ED100392,Female,44,No,No,Teacher,Wheatbelt,Fixed Term,Active,2021-03-19,,1.0
ED100393,Female,45,No,No,Education Assistant,South Metro,Fixed Term,Active,2005-12-30,,1.0
ED100394,Female,50,No,No,Teacher,Kimberley,Permanent Full-Time,Active,2003-05-15,,1.0
ED100395,Male,41,No,No,School Administrator,South Metro,Fixed Term,Active,2021-11-12,,1.0
ED100396,Female,55,No,No,Education Assistant,North Metro,Permanent Part-Time,Active,1997-05-15,,0.6
ED100397,Female,49,No,No,Teacher,South Metro,Permanent Full-Time,Active,2004-11-09,,1.0
ED100398,Female,36,No,No,Education Assistant,South Metro,Permanent Part-Time,Active,2025-07-17,,0.6
ED100399,Female,60,No,No,Education Assistant,Wheatbelt,Permanent Full-Time,Active,2011-11-04,,1.0
ED100400,Female,27,No,No,Teacher,North Metro,Permanent Part-Time,Active,2025-04-13,,0.6
ED100401,Female,42,No,No,Aboriginal Education Officer,Great Southern,Permanent Part-Time,Active,2015-12-01,,0.6
ED100402,Female,55,No,No,Teacher,South West,Permanent Part-Time,Terminated,2017-12-29,2021-01-09,0.6
ED100403,Female,35,No,No,Education Assistant,North Metro,Permanent Full-Time,Active,2020-10-03,,1.0
ED100404,Male,47,No,No,Teacher,North Metro,Permanent Part-Time,Active,2003-09-01,,0.6
ED100405,Female,50,No,No,Aboriginal Education Officer,South West,Permanent Full-Time,Active,2023-05-27,,1.0
ED100406,Female,33,Yes,No,Teacher,Great Southern,Fixed Term,Active,2017-02-07,,1.0
ED100407,Female,43,No,No,Teacher,South Metro,Permanent Part-Time,Active,2013-05-03,,0.6
ED100408,Female,42,No,No,Aboriginal Education Officer,North Metro,Permanent Full-Time,Active,2025-07-05,,1.0
ED100409,Female,37,No,No,Teacher,South Metro,Permanent Full-Time,Active,2013-12-09,,1.0
ED100410,Male,67,No,No,Teacher,Goldfields,Permanent Part-Time,Active,2023-11-25,,0.6
ED100411,Male,34,Yes,No,School Administrator,North Metro,Permanent Full-Time,Active,2016-11-16,,1.0
ED100412,Female,56,No,No,School Administrator,Pilbara,Permanent Part-Time,Active,2025-06-12,,0.6
ED100413,Female,39,No,No,Lead Teacher,North Metro,Permanent Full-Time,Active,2018-02-11,,1.0
ED100414,Male,30,No,No,Lead Teacher,North Metro,Permanent Part-Time,Active,2025-04-10,,0.6
ED100415,Male,45,No,No,Teacher,South Metro,Permanent Full-Time,Active,2003-07-07,,1.0
ED100416,Female,51,No,No,Teacher,South Metro,Permanent Full-Time,Active,2005-01-05,,1.0
ED100417,Female,55,No,No,Teacher,North Metro,Casual,Active,2013-12-16,,0.2
ED100418,Female,62,No,No,Principal,South Metro,Permanent Part-Time,Terminated,2009-04-23,2013-12-04,0.6
ED100419,Female,67,No,No,Education Assistant,North Metro,Permanent Full-Time,Terminated,2005-07-14,2013-12-10,1.0
ED100420,Female,47,No,No,Education Assistant,North Metro,Casual,Terminated,2008-07-05,2014-06-08,0.2
ED100421,Female,36,No,No,Education Assistant,North Metro,Permanent Full-Time,Active,2024-04-01,,1.0
ED100422,Female,49,No,No,Teacher,Great Southern,Permanent Part-Time,Active,2025-04-23,,0.6
ED100423,Female,40,No,No,Teacher,South Metro,Permanent Full-Time,Active,2013-12-25,,1.0
ED100424,Male,55,No,No,Teacher,South Metro,Permanent Full-Time,Active,2000-08-16,,1.0
ED100425,Male,28,No,No,Teacher,South Metro,Permanent Full-Time,Active,2020-03-12,,1.0
ED100426,Female,67,No,No,Teacher,Great Southern,Permanent Full-Time,Active,2024-05-20,,1.0
ED100427,Male,54,No,No,Aboriginal Education Officer,North Metro,Fixed Term,Active,1993-06-24,,1.0
ED100428,Female,23,Yes,No,Teacher,Goldfields,Fixed Term,Active,2025-09-15,,1.0
ED100429,Male,35,No,No,Teacher,Kimberley,Permanent Full-Time,Active,2020-10-21,,1.0
ED100430,Female,53,No,No,Teacher,South Metro,Permanent Full-Time,Active,2014-12-02,,1.0
ED100431,Female,58,No,No,Education Assistant,North Metro,Fixed Term,Active,1993-08-24,,1.0
ED100432,Female,28,No,No,Lead Teacher,Goldfields,Permanent Full-Time,Active,2022-07-29,,1.0
ED100433,Female,52,No,No,Teacher,North Metro,Permanent Full-Time,Terminated,1999-02-22,1999-10-28,1.0
ED100434,Male,21,No,No,Teacher,South Metro,Permanent Full-Time,Active,2025-07-20,,1.0
ED100435,Female,42,No,No,Deputy Principal,Pilbara,Permanent Full-Time,Active,2009-01-01,,1.0
ED100436,Female,57,No,No,Teacher,North Metro,Permanent Full-Time,Active,2002-12-12,,1.0
ED100437,Female,37,No,No,Education Assistant,Wheatbelt,Permanent Part-Time,Active,2021-01-20,,0.6
ED100438,Female,25,Yes,No,Deputy Principal,North Metro,Permanent Full-Time,Active,2022-07-19,,1.0
ED100439,Female,45,No,No,Teacher,Wheatbelt,Fixed Term,Active,2010-07-10,,1.0
ED100440,Female,36,No,No,Teacher,South Metro,Permanent Full-Time,Active,2020-08-04,,1.0
ED100441,Male,51,No,No,School Administrator,North Metro,Permanent Full-Time,Active,2003-11-24,,1.0
ED100442,Male,33,Yes,No,Teacher,North Metro,Permanent Full-Time,Active,2022-05-10,,1.0
ED100443,Male,34,No,No,Teacher,South West,Permanent Part-Time,Active,2017-01-12,,0.6
ED100444,Female,21,No,No,Education Assistant,North Metro,Permanent Full-Time,Active,2025-12-12,,1.0
ED100445,Female,46,Yes,Yes,School Administrator,North Metro,Permanent Full-Time,Terminated,2019-03-24,2024-12-27,1.0
ED100446,Female,42,No,No,School Administrator,North Metro,Fixed Term,Active,2020-10-29,,1.0
ED100447,Female,29,No,Yes,Education Assistant,South Metro,Permanent Full-Time,Active,2019-12-08,,1.0
ED100448,Female,46,No,No,Teacher,South Metro,Permanent Part-Time,Active,2011-04-07,,0.6
ED100449,Non-binary,56,No,No,Teacher,North Metro,Casual,Active,2024-06-26,,0.2
ED100450,Male,41,No,No,Education Assistant,North Metro,Permanent Full-Time,Active,2011-05-30,,1.0
ED100451,Male,47,No,No,Lead Teacher,North Metro,Permanent Full-Time,Active,2013-12-19,,1.0
ED100452,Male,47,Yes,No,Teacher,North Metro,Permanent Full-Time,Terminated,2023-02-14,2026-03-18,1.0
ED100453,Male,29,No,No,Aboriginal Education Officer,South Metro,Fixed Term,Active,2020-07-15,,1.0
ED100454,Male,67,No,No,Teacher,Kimberley,Permanent Full-Time,Active,2012-06-22,,1.0
ED100455,Female,38,No,No,Teacher,North Metro,Permanent Part-Time,Active,2024-04-20,,0.6
ED100456,Female,51,No,No,Teacher,South Metro,Permanent Part-Time,Terminated,2014-01-09,2018-11-11,0.6
ED100457,Female,53,No,No,Teacher,South Metro,Permanent Full-Time,Active,2026-03-27,,1.0
ED100458,Female,42,No,No,Teacher,Great Southern,Permanent Part-Time,Terminated,2010-11-25,2011-09-27,0.6
ED100459,Female,51,No,No,Teacher,South West,Permanent Full-Time,Active,2022-04-04,,1.0
ED100460,Female,46,No,No,Teacher,Mid West,Permanent Full-Time,Terminated,2003-01-03,2016-11-03,1.0
ED100461,Female,26,No,No,Lead Teacher,North Metro,Permanent Part-Time,Active,2024-06-02,,0.6
ED100462,Male,40,No,No,Education Assistant,North Metro,Permanent Full-Time,Active,2011-04-14,,1.0
ED100463,Male,36,No,No,Lead Teacher,North Metro,Permanent Full-Time,Active,2021-11-29,,1.0
ED100464,Female,38,No,No,School Administrator,North Metro,Permanent Part-Time,Active,2010-08-15,,0.6
ED100465,Female,28,No,No,Teacher,South Metro,Permanent Part-Time,Terminated,2021-01-13,2023-09-11,0.6
ED100466,Female,57,No,No,Teacher,Mid West,Permanent Full-Time,Active,2023-04-10,,1.0
ED100467,Female,63,No,No,Education Assistant,Wheatbelt,Permanent Part-Time,Active,1995-02-08,,0.6
ED100468,Male,55,No,No,Teacher,Wheatbelt,Permanent Full-Time,Active,2021-01-13,,1.0
ED100469,Female,59,No,No,School Administrator,South Metro,Fixed Term,Active,2005-05-29,,1.0
ED100470,Female,39,No,No,Teacher,Goldfields,Permanent Part-Time,Terminated,2020-11-23,2021-06-25,0.6
ED100471,Male,36,No,No,School Administrator,North Metro,Permanent Full-Time,Active,2016-07-23,,1.0
ED100472,Male,34,No,No,Teacher,North Metro,Permanent Full-Time,Active,2023-07-13,,1.0
ED100473,Female,51,No,No,Aboriginal Education Officer,Kimberley,Permanent Part-Time,Active,2016-11-16,,0.6
ED100474,Female,46,No,No,Teacher,North Metro,Fixed Term,Terminated,2014-04-26,2017-01-21,1.0
ED100475,Female,43,No,No,School Administrator,South Metro,Permanent Full-Time,Active,2011-02-10,,1.0
ED100476,Female,59,No,No,Teacher,North Metro,Permanent Full-Time,Active,2010-07-11,,1.0
ED100477,Female,48,No,No,Lead Teacher,Kimberley,Permanent Full-Time,Active,2021-04-29,,1.0
ED100478,Female,33,No,No,School Administrator,Pilbara,Permanent Full-Time,Active,2022-11-03,,1.0
ED100479,Female,35,No,No,Teacher,North Metro,Permanent Part-Time,Active,2025-07-21,,0.6
ED100480,Female,52,No,No,Lead Teacher,Mid West,Permanent Full-Time,Active,1995-11-28,,1.0
ED100481,Female,56,No,No,Deputy Principal,North Metro,Permanent Part-Time,Terminated,1997-06-18,1999-07-30,0.6
ED100482,Male,50,Yes,No,Teacher,South Metro,Fixed Term,Terminated,2022-07-05,2023-09-15,1.0
ED100483,Female,66,Yes,No,Lead Teacher,Kimberley,Casual,Active,2012-06-02,,0.2
ED100484,Female,63,No,No,Lead Teacher,Kimberley,Permanent Full-Time,Active,2007-12-19,,1.0
